,Data,Round,HomeTeam,AwayTeam,HT0G,AT0G,HT1G,AT1G,HT2G,AT2G,GEHT1T,GEAT1T,PBHT1T,PBAT1T,TGHT1T,TGAT1T,CGHT1T,CGAT1T,CFHT1T,CFAT1T,FCHT1T,FCAT1T,EHT1T,EAT1T,IHT1T,IAT1T,LCHT1T,LCAT1T,DGHT1T,DGAT1T,FHT1T,FAT1T,CVHT1T,CVAT1T,CAHT1T,CAAT1T,PTHT1T,PTAT1T,DHT1T,DAT1T,AHT1T,AAT1T,APHT1T,APAT1T,BACHT1T,BACAT1T
97,10.02.2024,RODADA 24,Liverpool,Burnley,3,1,1,1,2,0,0.88,0.35,69%,31%,9,6,4,3,5,3,3,5,3,2,0,1,9,4,2,3,6,6,0,0,2,2,331,152,14,9,66,51,36,22,7,20
98,10.02.2024,RODADA 24,Luton,Sheffield Utd,1,3,0,2,1,1,0.33,1.43,70%,30%,6,5,1,2,5,3,6,5,5,1,2,0,14,16,0,1,4,6,0,0,1,2,256,109,6,9,65,26,25,22,14,16
99,10.02.2024,RODADA 24,Tottenham,Brighton,2,1,0,1,2,0,0.80,0.96,53%,47%,7,4,2,3,5,1,7,10,5,3,2,2,15,15,2,2,8,5,0,0,1,0,252,229,6,9,54,36,31,16,9,15
100,10.02.2024,RODADA 24,Wolverhampton,Brentford,0,2,0,1,0,1,0.28,1.50,67%,33%,5,7,3,4,2,3,2,6,4,3,0,0,14,6,3,3,6,3,0,0,0,0,317,159,8,11,80,40,37,20,4,20
101,10.02.2024,RODADA 24,Manchester City,Everton,2,0,0,0,2,0,0.71,0.22,74%,26%,10,4,0,1,10,3,4,2,5,0,0,0,14,9,1,0,2,4,0,0,0,0,372,129,7,15,66,29,50,8,3,17
102,05.02.2024,RODADA 23,Brentford,Manchester City,1,3,1,1,0,2,0.52,1.17,28%,72%,3,17,2,10,1,7,1,3,4,12,2,0,4,11,9,1,1,1,0,0,1,0,106,291,7,6,30,63,12,50,24,11
103,04.02.2024,RODADA 23,Arsenal,Liverpool,3,1,1,1,2,0,2.10,0.11,46%,54%,8,3,4,0,4,3,7,7,0,1,2,0,11,13,0,3,5,7,0,0,1,1,235,274,11,5,55,44,32,13,3,9
104,04.02.2024,RODADA 23,Bournemouth,Nottingham,1,1,1,1,0,0,0.68,0.52,45%,55%,6,5,2,5,4,0,6,10,6,4,1,0,14,11,4,1,10,6,0,0,2,0,152,198,9,17,49,31,38,20,9,14
105,04.02.2024,RODADA 23,Chelsea,Wolverhampton,2,4,1,2,1,2,0.72,0.35,61%,39%,5,7,2,3,3,4,8,8,3,0,1,0,8,11,1,1,8,7,0,0,1,2,301,190,7,8,46,41,15,19,11,4
106,04.02.2024,RODADA 23,Manchester Utd,West Ham,3,0,1,0,2,0,0.15,1.02,53%,47%,3,12,3,2,0,10,2,5,2,4,0,0,6,14,2,2,5,2,0,0,0,1,277,239,4,4,55,54,17,39,9,7
107,03.02.2024,RODADA 23,Sheffield Utd,Aston Villa,0,5,0,4,0,1,0.21,1.83,29%,71%,2,11,1,8,1,3,5,9,0,3,4,0,7,8,4,1,5,5,0,0,1,0,133,327,7,3,31,59,13,16,7,4
108,03.02.2024,RODADA 23,Brighton,Crystal Palace,4,1,3,0,1,1,0.99,0.13,75%,25%,8,3,5,2,3,1,10,4,1,1,1,2,7,8,2,2,4,9,0,0,0,1,453,147,11,9,61,27,15,4,2,4
109,03.02.2024,RODADA 23,Burnley,Fulham,2,2,0,2,2,0,0.18,0.56,40%,60%,6,5,1,3,5,2,7,5,2,3,1,1,14,19,1,1,4,6,0,0,0,2,169,250,7,3,47,49,14,25,16,9
110,03.02.2024,RODADA 23,Newcastle,Luton,4,4,2,2,2,2,0.98,1.16,49%,51%,6,7,3,4,3,3,4,4,4,2,0,0,7,1,2,1,5,6,0,0,0,0,208,224,13,6,52,53,24,29,4,12
111,03.02.2024,RODADA 23,Everton,Tottenham,2,2,1,2,1,0,1.17,0.66,47%,53%,9,4,3,3,6,1,6,7,6,1,4,0,14,13,1,2,3,6,0,0,0,0,188,235,13,10,74,43,48,14,7,16
112,01.02.2024,RODADA 22,Wolverhampton,Manchester Utd,3,4,0,2,3,2,0.15,1.05,45%,55%,4,8,2,2,2,6,4,5,2,2,0,2,7,13,0,2,5,2,0,0,1,1,220,271,12,10,56,46,23,19,5,7
113,01.02.2024,RODADA 22,West Ham,Bournemouth,1,1,0,1,1,0,0.29,1.09,52%,48%,3,6,2,3,1,3,6,9,1,3,1,1,18,14,2,2,8,5,0,0,0,0,243,224,14,10,47,61,26,24,8,11
114,31.01.2024,RODADA 22,Liverpool,Chelsea,4,1,2,0,2,1,1.86,0.01,54%,46%,15,1,6,1,9,0,8,6,4,0,1,1,7,7,1,4,5,8,0,0,0,4,269,239,16,9,74,41,40,11,2,19
115,31.01.2024,RODADA 22,Manchester City,Burnley,3,1,2,0,1,1,1.08,0.18,75%,25%,7,3,3,0,4,3,9,4,2,3,2,2,7,4,0,1,2,7,0,0,0,1,355,111,7,6,67,31,36,11,5,10
116,31.01.2024,RODADA 22,Tottenham,Brentford,3,2,0,1,3,1,0.53,0.66,72%,28%,6,4,1,3,5,1,9,9,1,1,1,2,10,6,2,1,8,8,0,0,1,2,356,128,9,7,83,27,55,15,7,14
117,30.01.2024,RODADA 22,Aston Villa,Newcastle,1,3,0,2,1,1,0.14,1.13,52%,48%,3,9,1,4,2,5,5,7,3,4,1,1,11,7,2,1,6,4,0,0,1,0,261,231,6,8,48,52,29,18,7,11
118,30.01.2024,RODADA 22,Crystal Palace,Sheffield Utd,3,2,2,2,1,0,0.82,0.17,59%,41%,9,3,2,3,7,0,7,3,9,0,1,0,12,13,1,0,2,6,0,0,0,2,218,159,17,16,65,35,44,12,5,23
119,30.01.2024,RODADA 22,Fulham,Everton,0,0,0,0,0,0,0.71,0.69,70%,30%,10,10,2,3,8,7,9,5,3,2,2,0,8,9,3,2,3,8,0,0,1,2,312,138,5,10,55,43,28,22,11,11
120,30.01.2024,RODADA 22,Luton,Brighton,4,0,3,0,1,0,2.16,0.25,40%,60%,11,5,4,0,7,5,8,11,6,1,2,1,6,10,0,1,10,7,0,0,1,1,177,282,9,10,55,52,22,14,4,11
121,30.01.2024,RODADA 22,Nottingham,Arsenal,1,2,0,0,1,2,0.03,0.81,18%,82%,2,9,0,1,2,8,5,3,0,5,0,2,5,7,1,0,3,3,0,0,0,1,102,432,7,8,19,90,3,109,34,0
122,22.01.2024,RODADA 21,Brighton,Wolverhampton,0,0,0,0,0,0,0.80,0.33,68%,32%,7,3,3,1,4,2,7,5,4,1,1,1,5,4,1,3,4,6,0,0,0,1,389,185,6,8,70,35,26,10,2,15
123,21.01.2024,RODADA 21,Bournemouth,Liverpool,0,4,0,0,0,4,0.13,0.08,40%,60%,3,4,1,2,2,2,7,3,4,3,0,0,12,14,2,1,3,7,0,0,0,0,165,253,17,18,50,63,35,28,11,10
124,21.01.2024,RODADA 21,Sheffield Utd,West Ham,2,2,1,1,1,1,0.90,0.76,55%,45%,12,7,5,3,7,4,5,5,3,1,1,1,14,16,2,4,4,5,0,0,1,1,226,180,7,9,63,35,27,16,9,13
125,20.01.2024,RODADA 21,Brentford,Nottingham,3,2,1,1,2,1,0.46,0.25,51%,49%,5,6,1,2,4,4,8,4,4,1,0,1,13,5,1,0,5,5,0,0,0,1,247,242,8,5,54,58,27,17,8,14
126,20.01.2024,RODADA 21,Arsenal,Crystal Palace,5,0,2,0,3,0,1.30,0.13,64%,36%,8,6,1,3,7,3,8,8,4,1,3,1,7,9,3,0,5,7,0,0,0,0,277,163,5,5,40,49,27,14,9,14
127,14.01.2024,RODADA 21,Manchester Utd,Tottenham,2,2,2,1,0,1,0.26,0.95,37%,63%,6,10,2,4,4,6,3,5,5,5,1,2,8,6,3,0,4,1,0,0,2,1,174,292,9,12,31,38,29,30,12,7
128,14.01.2024,RODADA 21,Everton,Aston Villa,0,0,0,0,0,0,0.91,0.26,30%,70%,7,6,2,2,5,4,9,10,4,3,2,1,4,18,2,2,8,8,0,0,0,1,109,261,12,3,29,51,23,32,7,11
129,13.01.2024,RODADA 21,Newcastle,Manchester City,2,3,2,1,0,2,0.68,1.01,31%,69%,7,11,3,3,4,8,4,9,2,5,6,1,4,8,2,1,3,3,0,0,1,1,155,359,14,6,27,70,16,32,9,6
130,13.01.2024,RODADA 21,Chelsea,Fulham,1,0,1,0,0,0,1.01,0.21,59%,41%,9,5,2,2,7,3,5,6,1,4,2,0,13,9,2,1,4,5,0,0,1,0,303,202,11,14,80,35,40,21,15,13
131,12.01.2024,RODADA 21,Burnley,Luton,1,1,1,0,0,1,0.69,0.40,42%,58%,6,7,2,2,4,5,7,4,0,5,0,1,13,12,2,1,3,5,0,0,0,0,174,248,5,12,54,61,22,32,16,10
132,02.01.2024,RODADA 20,West Ham,Brighton,0,0,0,0,0,0,0.21,0.48,37%,63%,4,5,1,3,3,2,4,5,1,0,3,1,13,10,3,1,3,3,0,0,1,0,217,384,8,5,40,65,22,21,13,8
133,01.01.2024,RODADA 20,Liverpool,Newcastle,4,2,0,0,4,2,2.87,0.05,63%,37%,18,1,5,0,13,1,9,9,4,2,1,2,7,8,0,5,8,9,0,0,2,2,267,161,8,15,70,33,56,12,0,23
134,31.12.2023,RODADA 20,Fulham,Arsenal,2,1,1,1,1,0,0.55,1.41,44%,56%,7,8,2,3,5,5,5,9,1,0,1,0,7,3,2,1,8,5,0,0,0,0,253,319,8,7,45,59,16,19,6,1
135,31.12.2023,RODADA 20,Tottenham,Bournemouth,3,1,1,0,2,1,0.31,0.68,55%,45%,5,12,3,1,2,11,12,7,3,6,4,2,7,7,1,2,4,11,0,0,0,1,237,181,11,12,37,58,19,32,6,11
136,30.12.2023,RODADA 20,Nottingham,Manchester Utd,2,1,0,0,2,1,0.41,0.03,47%,53%,6,1,0,1,6,0,6,2,4,1,0,1,7,18,1,0,2,5,0,0,0,0,219,254,18,6,44,57,23,51,13,11
137,30.12.2023,RODADA 20,Aston Villa,Burnley,3,2,2,1,1,1,0.92,0.72,62%,38%,7,6,3,3,4,3,11,5,3,2,0,3,5,8,2,1,4,7,0,0,1,2,210,128,2,10,45,33,21,12,6,8
138,30.12.2023,RODADA 20,Crystal Palace,Brentford,3,1,2,1,1,0,0.50,0.58,56%,44%,5,4,3,2,2,2,6,8,3,1,1,1,9,6,1,1,5,5,0,0,0,1,262,200,4,9,62,36,33,14,9,6
139,30.12.2023,RODADA 20,Manchester City,Sheffield Utd,2,0,1,0,1,0,0.60,0.22,82%,18%,8,3,2,2,6,1,5,4,4,2,1,1,6,7,2,1,3,3,0,0,1,0,439,91,5,4,69,18,29,8,9,7
140,30.12.2023,RODADA 20,Wolverhampton,Everton,3,0,1,0,2,0,0.40,0.19,52%,48%,4,4,1,0,3,4,9,6,2,1,1,1,8,11,0,0,5,8,0,0,2,2,238,218,5,13,48,65,30,11,4,13
141,30.12.2023,RODADA 20,Luton,Chelsea,2,3,0,2,2,1,0.28,0.38,48%,52%,5,7,0,6,5,1,10,9,3,0,2,1,14,8,4,0,5,9,0,0,1,0,188,225,17,10,49,41,38,11,1,15
142,28.12.2023,RODADA 19,Arsenal,West Ham,0,2,0,1,0,1,1.04,0.51,73%,27%,9,3,2,1,7,2,3,5,4,1,0,0,3,10,0,2,5,3,0,0,0,0,386,138,9,12,86,24,64,10,6,14
143,28.12.2023,RODADA 19,Brighton,Tottenham,4,2,2,0,2,2,2.65,0.52,43%,57%,11,7,6,0,5,7,2,10,3,4,2,2,8,10,0,4,8,1,0,0,1,1,212,272,7,5,35,53,26,40,12,7
144,27.12.2023,RODADA 19,Everton,Manchester City,1,3,1,0,0,3,0.79,1.25,26%,74%,4,12,2,4,2,8,4,7,3,5,1,1,3,11,4,1,6,3,0,0,1,0,133,385,7,6,37,68,23,34,16,14
145,27.12.2023,RODADA 19,Brentford,Wolverhampton,1,4,1,3,0,1,1.58,1.62,53%,47%,6,8,2,3,4,5,9,3,5,2,0,1,7,8,0,1,2,8,0,0,1,0,247,224,7,14,58,53,29,23,8,14
146,27.12.2023,RODADA 19,Chelsea,Crystal Palace,2,1,1,1,1,0,1.09,0.60,63%,37%,6,5,3,2,3,3,12,10,2,0,1,5,8,9,1,2,9,7,0,0,0,0,326,180,13,12,48,49,21,25,10,4
147,26.12.2023,RODADA 19,Manchester Utd,Aston Villa,3,2,0,2,3,0,0.34,1.02,50%,50%,7,6,3,2,4,4,5,10,1,4,6,0,5,7,0,3,4,4,0,0,0,1,212,205,9,4,46,39,20,31,14,6
148,26.12.2023,RODADA 19,Burnley,Liverpool,0,2,0,1,0,1,0.11,1.25,32%,68%,2,14,0,8,2,6,3,7,1,3,1,2,9,8,7,0,6,2,0,0,1,0,141,298,9,7,48,64,11,26,0,0
149,26.12.2023,RODADA 19,Bournemouth,Fulham,3,0,1,0,2,0,0.60,0.20,50%,50%,8,6,1,1,7,5,5,5,6,3,1,0,12,10,1,0,4,5,0,0,0,0,218,217,5,12,62,62,23,27,0,0
150,26.12.2023,RODADA 19,Sheffield Utd,Luton,2,3,0,1,2,2,0.56,0.45,51%,49%,10,8,1,2,9,6,3,6,5,3,0,0,13,10,1,1,6,3,0,0,2,0,185,178,11,11,63,40,31,24,0,0
151,26.12.2023,RODADA 19,Newcastle,Nottingham,1,3,1,1,0,2,1.28,1.80,60%,40%,6,7,3,2,3,5,6,4,5,2,0,1,7,9,1,2,4,6,0,0,1,2,261,176,7,11,68,31,41,12,0,0
152,24.12.2023,RODADA 18,Wolverhampton,Chelsea,2,1,0,0,2,1,0.54,1.06,38%,62%,5,8,0,2,5,6,5,10,4,3,3,0,7,8,2,0,7,5,0,0,1,1,165,278,13,5,36,53,20,21,6,9
153,23.12.2023,RODADA 18,Liverpool,Arsenal,1,1,1,1,0,0,0.20,0.63,54%,46%,4,7,1,2,3,5,8,7,1,2,1,1,12,6,1,0,6,7,0,0,1,2,236,194,10,9,51,38,27,12,7,17
154,23.12.2023,RODADA 18,Fulham,Burnley,0,2,0,0,0,2,0.88,0.05,59%,41%,12,1,3,0,9,1,8,2,5,4,0,2,14,8,0,3,2,6,0,0,1,0,295,206,8,9,71,51,36,20,6,19
155,23.12.2023,RODADA 18,Luton,Newcastle,1,0,1,0,0,0,1.27,0.83,37%,63%,9,7,4,1,5,6,4,6,3,2,0,2,5,6,1,3,6,1,0,0,0,0,165,294,7,11,53,44,26,20,7,9
156,23.12.2023,RODADA 18,Nottingham,Bournemouth,2,3,0,0,2,3,0.31,0.71,29%,71%,5,9,2,3,3,6,4,8,2,3,0,0,8,6,3,2,8,4,1,0,2,1,104,261,11,10,39,61,19,45,12,11
157,23.12.2023,RODADA 18,Tottenham,Everton,2,1,2,0,0,1,0.85,1.00,64%,36%,5,9,4,5,1,4,9,3,2,3,1,3,10,9,5,2,2,7,0,0,0,2,298,162,7,9,43,46,16,39,14,7
158,23.12.2023,RODADA 18,West Ham,Manchester Utd,2,0,0,0,2,0,0.26,0.67,38%,62%,4,6,1,3,3,3,6,8,2,3,1,0,5,16,3,1,6,5,0,0,1,1,176,298,8,11,51,56,12,18,9,11
159,22.12.2023,RODADA 18,Aston Villa,Sheffield Utd,1,1,0,0,1,1,0.38,0.00,79%,21%,6,0,1,0,5,0,10,5,3,0,0,1,11,7,0,1,5,9,0,0,0,0,336,86,2,17,60,36,38,11,1,13
160,21.12.2023,RODADA 18,Crystal Palace,Brighton,1,1,1,0,0,1,1.00,0.18,40%,60%,7,4,3,2,4,2,8,6,1,0,0,1,10,4,2,2,6,7,0,0,1,1,244,378,13,7,42,73,21,30,3,6
161,17.12.2023,RODADA 17,Liverpool,Manchester Utd,0,0,0,0,0,0,1.14,0.12,67%,33%,15,2,3,0,12,2,5,10,9,0,3,1,18,12,0,3,7,4,0,0,2,2,293,149,9,6,67,22,45,10,1,18
162,17.12.2023,RODADA 17,Arsenal,Brighton,2,0,0,0,2,0,0.94,0.00,58%,42%,15,0,3,0,12,0,6,6,3,0,0,0,9,2,0,3,7,6,0,0,1,1,314,229,6,10,64,22,45,7,0,9
163,17.12.2023,RODADA 17,Brentford,Aston Villa,1,2,1,0,0,2,0.37,0.79,37%,63%,3,9,2,3,1,6,5,13,3,6,5,0,7,7,3,1,8,5,0,0,0,0,149,262,15,5,44,59,25,34,3,15
164,17.12.2023,RODADA 17,West Ham,Wolverhampton,3,0,2,0,1,0,0.76,0.47,52%,48%,8,7,3,2,5,5,7,6,5,4,0,0,16,4,2,1,6,7,0,0,1,1,250,219,8,17,62,49,29,28,15,16
165,16.12.2023,RODADA 17,Burnley,Everton,0,2,0,2,0,0,0.42,0.89,63%,37%,5,6,0,4,5,2,8,5,3,4,0,3,10,11,2,0,5,4,0,0,0,0,271,157,7,8,47,59,23,20,8,14
166,16.12.2023,RODADA 17,Chelsea,Sheffield Utd,2,0,0,0,2,0,0.10,0.10,80%,20%,5,3,1,0,4,3,6,8,3,3,3,1,9,4,0,1,4,5,0,0,0,1,421,104,11,16,89,26,38,11,6,15
167,16.12.2023,RODADA 17,Manchester City,Crystal Palace,2,2,1,0,1,2,0.80,0.03,74%,26%,14,2,5,0,9,2,5,7,4,1,1,1,11,8,0,4,6,4,0,0,1,1,367,136,8,7,96,16,62,0,3,21
168,16.12.2023,RODADA 17,Newcastle,Fulham,3,0,0,0,3,0,0.11,0.02,72%,28%,11,4,2,3,9,1,4,5,0,1,2,0,8,7,3,2,2,4,0,1,0,0,351,142,8,6,78,32,51,13,2,9
169,15.12.2023,RODADA 17,Nottingham,Tottenham,0,2,0,1,0,1,0.17,1.12,22%,78%,4,6,0,3,4,3,4,9,0,1,2,0,12,9,2,0,8,5,0,0,0,1,89,335,12,7,26,79,20,35,12,9
170,10.12.2023,RODADA 16,Tottenham,Newcastle,4,1,2,0,2,1,1.87,1.00,65%,35%,12,4,5,1,7,3,8,7,3,2,1,2,14,9,1,3,6,6,0,0,0,0,277,154,10,13,63,29,45,9,1,17
171,10.12.2023,RODADA 16,Everton,Chelsea,2,0,0,0,2,0,0.16,0.19,29%,71%,2,5,0,1,2,4,5,6,2,5,2,1,11,5,1,0,6,5,0,0,1,1,130,334,8,11,41,51,24,35,10,17
172,10.12.2023,RODADA 16,Fulham,West Ham,5,0,3,0,2,0,1.11,0.47,62%,38%,10,4,5,3,5,1,3,2,3,3,0,0,8,7,3,2,2,3,0,0,1,1,335,201,11,8,64,42,29,28,14,10
173,10.12.2023,RODADA 16,Luton,Manchester City,1,2,1,0,0,2,0.26,0.87,30%,70%,2,10,2,3,0,7,2,6,0,1,0,0,10,18,3,1,6,2,0,0,0,0,163,379,10,7,45,60,15,40,6,1
174,09.12.2023,RODADA 16,Aston Villa,Arsenal,1,0,1,0,0,0,0.22,0.63,47%,53%,5,8,1,4,4,4,10,6,2,2,1,2,9,7,4,0,5,8,0,0,0,1,181,209,12,12,36,52,16,23,11,12
175,09.12.2023,RODADA 16,Brighton,Burnley,1,1,0,1,1,0,0.52,0.21,67%,33%,10,4,3,2,7,2,3,3,2,1,2,0,9,8,1,3,1,3,0,0,0,1,352,173,7,13,58,29,26,19,1,6
176,09.12.2023,RODADA 16,Manchester Utd,Bournemouth,0,3,0,1,0,2,0.45,0.54,73%,27%,8,7,2,2,6,5,7,4,3,2,0,1,12,7,1,2,4,6,0,0,1,1,367,135,10,9,76,37,46,17,5,17
177,09.12.2023,RODADA 16,Sheffield Utd,Brentford,1,0,1,0,0,0,0.13,0.27,41%,59%,4,4,1,1,3,3,10,6,1,2,0,0,6,13,1,0,7,10,0,0,1,1,193,275,8,8,59,57,18,24,17,5
178,09.12.2023,RODADA 16,Wolverhampton,Nottingham,1,1,1,1,0,0,0.75,0.22,73%,27%,5,3,2,2,3,1,4,2,3,0,1,0,18,11,1,1,1,4,0,0,0,1,389,145,4,11,81,38,28,19,5,17
179,09.12.2023,RODADA 16,Crystal Palace,Liverpool,1,2,0,0,1,2,0.44,0.25,23%,77%,1,6,1,0,0,6,12,7,2,3,0,4,6,15,0,1,7,8,0,0,1,0,98,350,15,5,36,74,22,28,16,11
180,07.12.2023,RODADA 15,Tottenham,West Ham,1,2,1,0,0,2,0.97,0.20,76%,24%,13,4,6,1,7,3,6,8,4,1,1,3,6,4,1,5,7,3,0,0,0,0,444,129,6,8,80,26,59,8,8,10
181,07.12.2023,RODADA 15,Everton,Newcastle,3,0,0,0,3,0,1.93,0.49,36%,64%,13,5,2,2,11,3,6,11,1,0,0,1,4,9,2,2,11,5,0,0,1,0,151,286,12,1,42,49,29,10,6,18
182,06.12.2023,RODADA 15,Aston Villa,Manchester City,1,0,0,0,1,0,1.11,0.86,49%,51%,12,2,4,2,8,0,9,4,3,0,0,2,6,6,2,4,4,7,0,0,0,1,227,236,8,8,52,38,17,13,2,13
183,06.12.2023,RODADA 15,Manchester Utd,Chelsea,2,1,1,1,1,0,2.91,0.40,48%,52%,18,5,7,3,11,2,6,10,6,0,2,0,5,5,2,6,8,6,0,0,2,0,231,246,6,6,58,35,25,10,1,3
184,06.12.2023,RODADA 15,Brighton,Brentford,2,1,1,1,1,0,0.63,0.77,62%,38%,8,2,3,1,5,1,5,7,4,1,0,2,11,7,0,2,6,2,0,0,2,0,271,170,9,15,73,31,39,18,3,10
185,06.12.2023,RODADA 15,Crystal Palace,Bournemouth,0,2,0,1,0,1,0.53,1.19,53%,47%,7,8,3,3,4,5,8,8,2,6,0,0,7,10,2,3,7,8,0,0,1,0,209,166,10,9,51,43,13,32,11,7
186,06.12.2023,RODADA 15,Fulham,Nottingham,5,0,2,0,3,0,1.31,0.09,62%,38%,8,2,3,0,5,2,7,5,2,1,1,3,7,9,0,1,4,4,0,0,0,0,339,208,13,5,62,56,22,22,7,8
187,06.12.2023,RODADA 15,Sheffield Utd,Liverpool,0,2,0,1,0,1,0.24,0.71,20%,80%,3,9,1,5,2,4,5,7,0,9,1,1,10,11,4,1,6,5,0,0,0,1,80,309,8,7,33,64,10,26,10,2
188,05.12.2023,RODADA 15,Luton,Arsenal,3,4,1,2,2,2,0.19,0.88,35%,65%,2,8,2,6,0,2,8,9,2,2,0,1,10,8,4,1,9,7,0,0,2,1,154,274,10,10,43,52,15,34,13,11
189,05.12.2023,RODADA 15,Wolverhampton,Burnley,1,0,1,0,0,0,0.36,0.75,58%,42%,3,8,2,3,1,5,6,5,2,3,1,0,13,14,3,1,4,6,0,0,0,1,302,214,10,11,50,60,8,25,8,6
190,03.12.2023,RODADA 14,Manchester City,Tottenham,3,3,2,1,1,2,1.69,0.24,62%,38%,12,2,2,1,10,1,3,9,6,4,2,0,13,7,0,0,7,3,0,0,1,1,351,204,5,7,69,21,48,14,6,19
191,03.12.2023,RODADA 14,Bournemouth,Aston Villa,2,2,1,1,1,1,1.03,0.61,44%,56%,9,8,4,2,5,6,8,13,4,3,0,1,4,7,1,3,13,7,0,0,3,2,152,188,11,12,53,47,24,18,8,13
192,03.12.2023,RODADA 14,Chelsea,Brighton,3,2,2,1,1,1,1.00,0.10,43%,57%,5,4,3,1,2,3,8,11,5,1,1,2,3,9,0,1,10,6,1,0,2,1,205,280,9,9,38,53,20,13,8,7
193,03.12.2023,RODADA 14,Liverpool,Fulham,4,3,2,2,2,1,0.49,1.02,65%,35%,9,6,4,3,5,3,5,6,1,4,4,1,14,5,1,2,2,4,0,0,0,0,319,162,4,12,60,35,35,18,5,15
194,03.12.2023,RODADA 14,West Ham,Crystal Palace,1,1,1,0,0,1,0.34,0.26,49%,51%,4,5,2,0,2,5,5,9,1,1,0,0,11,7,0,1,9,5,0,0,1,0,273,277,5,12,62,70,12,20,4,3
195,02.12.2023,RODADA 14,Newcastle,Manchester Utd,1,0,0,0,1,0,1.44,0.10,60%,40%,14,2,2,1,12,1,1,2,4,0,0,0,8,8,1,2,2,1,0,0,0,0,298,195,8,7,73,39,50,21,2,14
196,02.12.2023,RODADA 14,Nottingham,Everton,0,1,0,0,0,1,0.16,0.38,62%,38%,3,6,0,2,3,4,9,7,1,1,1,1,12,13,2,0,6,8,0,0,0,0,299,177,11,8,53,53,33,37,23,17
197,02.12.2023,RODADA 14,Arsenal,Wolverhampton,2,1,2,0,0,1,1.63,0.33,60%,40%,12,2,4,0,8,2,3,7,2,0,2,0,5,6,0,2,5,3,0,0,0,0,316,212,10,10,70,30,47,14,0,7
198,02.12.2023,RODADA 14,Brentford,Luton,3,1,0,0,3,1,0.68,0.00,77%,23%,11,0,2,0,9,0,3,5,3,1,0,0,14,4,0,2,5,3,0,0,0,1,373,110,8,10,93,23,43,5,5,21
199,02.12.2023,RODADA 14,Burnley,Sheffield Utd,5,0,2,0,3,0,0.52,0.15,53%,47%,6,3,2,1,4,2,6,5,4,0,1,0,5,9,1,0,5,6,0,1,1,4,251,229,4,4,63,45,22,7,5,8
200,27.11.2023,RODADA 13,Fulham,Wolverhampton,3,2,1,1,2,1,1.03,0.27,56%,44%,6,2,2,1,4,1,3,8,3,1,0,0,19,8,0,1,8,3,0,0,1,1,303,238,11,5,57,33,24,10,7,9
201,26.11.2023,RODADA 13,Everton,Manchester Utd,0,3,0,1,0,2,1.37,0.13,45%,55%,10,2,4,1,6,1,8,9,2,1,2,1,11,8,0,4,7,7,0,0,2,0,195,249,6,7,57,41,27,13,3,17
202,26.11.2023,RODADA 13,Tottenham,Aston Villa,1,2,1,1,0,1,1.16,0.68,64%,36%,7,5,3,1,4,4,7,10,2,1,3,1,6,4,0,2,7,6,0,0,0,3,340,180,10,5,52,30,28,17,4,6
203,25.11.2023,RODADA 13,Brentford,Arsenal,0,1,0,0,0,1,0.45,0.42,31%,69%,3,9,1,2,2,7,6,8,1,4,2,2,8,14,2,1,6,4,0,0,1,0,120,264,10,4,42,73,13,48,17,5
204,25.11.2023,RODADA 13,Burnley,West Ham,1,2,0,0,1,2,0.24,0.18,52%,48%,5,2,2,1,3,1,4,5,2,1,0,1,7,10,1,2,5,3,0,0,1,2,274,249,4,8,53,52,26,10,3,5
205,25.11.2023,RODADA 13,Luton,Crystal Palace,2,1,0,0,2,1,0.16,0.28,42%,58%,3,7,1,4,2,3,7,5,2,1,0,0,10,16,4,1,5,7,0,0,1,1,197,296,7,9,54,59,30,14,8,12
206,25.11.2023,RODADA 13,Newcastle,Chelsea,4,1,1,1,3,0,1.08,0.56,56%,44%,6,6,1,4,5,2,7,5,1,2,0,0,9,7,3,0,5,7,0,0,2,1,242,199,9,16,63,39,35,12,1,8
207,25.11.2023,RODADA 13,Nottingham,Brighton,2,3,1,2,1,1,0.71,0.66,37%,63%,7,8,2,3,5,5,2,5,2,3,0,0,5,3,1,1,5,2,0,0,0,0,220,375,4,3,53,66,20,26,8,3
208,25.11.2023,RODADA 13,Sheffield Utd,Bournemouth,1,3,0,2,1,1,0.04,1.23,43%,57%,2,11,0,5,2,6,6,6,0,1,2,0,11,22,3,0,3,6,0,0,1,0,198,265,13,10,63,66,22,23,12,7
209,25.11.2023,RODADA 13,Manchester City,Liverpool,1,1,1,0,0,1,0.46,0.21,62%,38%,5,4,4,1,1,3,6,4,5,1,0,3,4,7,1,3,4,3,0,0,0,0,356,214,16,7,59,41,47,16,9,7
210,12.11.2023,RODADA 12,Chelsea,Manchester City,4,4,2,2,2,2,0.91,1.74,41%,59%,11,8,5,5,6,3,3,5,3,3,0,0,9,12,3,3,6,3,0,0,2,0,191,263,12,6,29,66,15,41,10,4
211,12.11.2023,RODADA 12,Aston Villa,Fulham,3,1,2,0,1,1,0.95,0.05,59%,41%,7,2,3,2,4,0,13,3,1,1,1,2,9,5,2,1,1,10,0,0,0,0,294,202,9,7,46,36,14,16,5,9
