,Data,Round,HomeTeam,AwayTeam,HT0G,AT0G,HT1G,AT1G,HT2G,AT2G,GEHT0T,GEAT0T,PBHT0T,PBAT0T,TGHT0T,TGAT0T,CGHT0T,CGAT0T,CFHT0T,CFAT0T,FCHT0T,FCAT0T,EHT0T,EAT0T,IHT0T,IAT0T,LCHT0T,LCAT0T,DGHT0T,DGAT0T,FHT0T,FAT0T,CVHT0T,CVAT0T,CAHT0T,CAAT0T,PTHT0T,PTAT0T,DHT0T,DAT0T,AHT0T,AAT0T,APHT0T,APAT0T,BACHT0T,BACAT0T,GEHT1T,GEAT1T,PBHT1T,PBAT1T,TGHT1T,TGAT1T,CGHT1T,CGAT1T,CFHT1T,CFAT1T,FCHT1T,FCAT1T,EHT1T,EAT1T,IHT1T,IAT1T,LCHT1T,LCAT1T,DGHT1T,DGAT1T,FHT1T,FAT1T,CVHT1T,CVAT1T,CAHT1T,CAAT1T,PTHT1T,PTAT1T,DHT1T,DAT1T,AHT1T,AAT1T,APHT1T,APAT1T,BACHT1T,BACAT1T,GEHT2T,GEAT2T,PBHT2T,PBAT2T,TGHT2T,TGAT2T,CGHT2T,CGAT2T,CFHT2T,CFAT2T,FCHT2T,FCAT2T,EHT2T,EAT2T,IHT2T,IAT2T,LCHT2T,LCAT2T,DGHT2T,DGAT2T,FHT2T,FAT2T,CVHT2T,CVAT2T,CAHT2T,CAAT2T,PTHT2T,PTAT2T,DHT2T,DAT2T,AHT2T,AAT2T,APHT2T,APAT2T,BACHT2T,BACAT2T
222,04.11.2023,RODADA 11,Fulham,Manchester Utd,0,1,0,0,0,1,0.96,0.65,45%,55%,18,12,3,5,15,7,14,7,9,4,1,2,19,11,4,3,9,15,0,0,5,2,363,454,14,13,107,83,50,49,0,0,0.28,0.26,41%,59%,8,5,0,1,8,4,7,5,5,2,1,2,7,4,1,0,4,5,0,0,1,0,174,257,6,5,38,49,20,22,0,0,0.68,0.39,49%,51%,10,7,3,4,7,3,7,2,4,2,0,0,12,7,3,3,5,10,0,0,4,2,189,197,8,8,69,34,30,27,0,0
223,29.10.2023,RODADA 10,Manchester Utd,Manchester City,0,3,0,1,0,2,0.94,4.09,40%,60%,7,21,3,10,4,11,6,13,7,12,4,0,14,11,7,3,9,5,0,0,4,1,391,605,14,12,69,142,33,70,0,0,0.29,1.50,39%,61%,4,7,2,4,2,3,3,7,2,9,2,0,3,6,3,2,5,3,0,0,2,1,178,267,8,4,25,68,13,38,0,0,0.65,2.59,41%,59%,3,14,1,6,2,8,3,6,5,3,2,0,11,5,4,1,4,2,0,0,2,0,213,338,6,8,44,74,20,32,0,0
224,29.10.2023,RODADA 10,Aston Villa,Luton,3,1,1,0,2,1,2.63,0.11,71%,29%,17,7,6,1,11,6,17,11,6,4,0,6,9,7,0,3,11,10,0,0,3,2,617,243,11,17,121,54,43,31,0,0,1.89,0.00,78%,22%,14,0,4,0,10,0,11,6,5,0,0,4,3,3,0,3,6,6,0,0,1,0,325,93,5,7,63,27,28,10,0,0,0.74,0.11,64%,36%,3,7,2,1,1,6,6,5,1,4,0,2,6,4,0,0,5,4,0,0,2,2,292,150,6,10,58,27,15,21,0,0
225,29.10.2023,RODADA 10,Brighton,Fulham,1,1,1,0,0,1,1.20,0.66,71%,29%,18,10,7,5,11,5,9,12,7,3,0,1,13,15,4,6,12,8,0,0,0,3,823,331,21,27,117,91,60,26,0,0,0.57,0.11,72%,28%,8,3,4,0,4,3,0,4,3,2,0,0,7,5,0,3,4,0,0,0,0,0,456,170,6,14,55,39,28,14,0,0,0.63,0.55,70%,30%,10,7,3,5,7,2,9,8,4,1,0,1,6,10,4,3,8,8,0,0,0,3,367,161,15,13,62,52,32,12,0,0
226,29.10.2023,RODADA 10,Liverpool,Nottingham,3,0,2,0,1,0,3.10,0.45,73%,27%,21,9,8,1,13,8,16,10,8,3,1,3,20,6,1,5,9,13,0,0,2,3,728,266,12,19,137,75,71,23,0,0,2.21,0.13,74%,26%,13,2,7,0,6,2,6,5,6,1,0,2,12,0,0,5,5,4,0,0,1,1,370,128,5,12,83,33,48,7,0,0,0.89,0.32,72%,28%,8,7,1,1,7,6,10,5,2,2,1,1,8,6,1,0,4,9,0,0,1,2,358,138,7,7,54,42,23,16,0,0
227,29.10.2023,RODADA 10,West Ham,Everton,0,1,0,0,0,1,0.52,0.46,64%,36%,12,10,2,4,10,6,14,8,4,3,1,3,32,18,3,2,7,11,0,0,4,1,649,365,17,29,127,98,67,33,0,0,0.14,0.23,59%,41%,2,4,1,1,1,3,9,3,1,1,0,2,15,9,1,1,3,6,0,0,1,1,315,232,6,13,53,61,21,14,0,0,0.38,0.23,69%,31%,10,6,1,3,9,3,5,5,3,2,1,1,17,9,2,1,4,5,0,0,3,0,334,133,11,16,74,37,46,19,0,0
228,28.10.2023,RODADA 10,Wolverhampton,Newcastle,2,2,1,2,1,0,1.01,2.13,43%,57%,11,13,6,5,5,8,15,15,8,7,2,0,13,24,3,4,13,15,0,0,1,4,393,516,28,16,98,98,50,54,0,0,0.31,1.94,41%,59%,7,9,4,4,3,5,8,6,6,4,0,0,6,13,2,3,7,8,0,0,0,0,182,266,10,7,35,55,17,27,0,0,0.70,0.19,45%,55%,4,4,2,1,2,3,7,9,2,3,2,0,7,11,1,1,6,7,0,0,1,4,211,250,18,9,63,43,33,27,0,0
229,28.10.2023,RODADA 10,Arsenal,Sheffield Utd,5,0,1,0,4,0,2.58,0.03,67%,33%,13,2,8,0,5,2,12,10,6,1,1,1,14,10,0,3,9,13,0,0,0,3,659,323,10,20,136,44,56,17,0,0,1.06,0.03,66%,34%,5,2,3,0,2,2,0,0,4,0,0,1,0,0,0,2,4,4,0,0,0,0,353,183,7,13,72,26,30,5,0,0,1.52,0.00,68%,32%,8,0,5,0,3,0,12,10,2,1,1,0,14,10,0,1,5,9,0,0,0,3,306,140,3,7,64,18,26,12,0,0
230,28.10.2023,RODADA 10,Bournemouth,Burnley,2,1,1,1,1,0,1.21,0.77,45%,55%,13,6,6,3,7,3,13,12,10,5,3,1,23,25,2,4,9,12,0,0,2,3,366,470,25,12,109,84,50,40,0,0,0.76,0.31,53%,47%,8,4,3,2,5,2,0,0,6,4,1,0,0,0,1,2,4,5,0,0,0,1,213,186,12,6,52,39,21,22,0,0,0.45,0.46,37%,63%,5,2,3,1,2,1,13,12,4,1,2,1,23,25,1,2,5,7,0,0,2,2,153,284,13,6,57,45,29,18,0,0
231,28.10.2023,RODADA 10,Chelsea,Brentford,0,2,0,0,0,2,1.79,2.34,69%,31%,17,7,2,5,15,2,7,12,10,1,0,0,26,19,3,2,12,7,0,0,1,3,730,333,11,19,153,77,123,30,0,0,1.15,0.09,67%,33%,10,2,2,1,8,1,3,6,3,1,0,0,10,9,1,2,6,3,0,0,0,0,370,182,3,11,80,42,53,15,0,0,0.64,2.25,71%,29%,7,5,0,4,7,1,4,6,7,0,0,0,16,10,2,0,6,4,0,0,1,3,360,151,8,8,73,35,70,15,0,0
232,27.10.2023,RODADA 10,Crystal Palace,Tottenham,1,2,0,0,1,2,0.54,1.23,24%,76%,13,10,3,1,10,9,14,21,11,2,1,3,22,21,0,2,19,11,0,0,2,1,220,732,24,20,68,122,35,54,0,0,0.27,0.13,28%,72%,8,3,2,0,6,3,6,9,5,0,0,0,6,12,0,2,8,6,0,0,0,0,127,354,17,9,37,59,16,29,0,0,0.27,1.10,20%,80%,5,7,1,1,4,6,8,12,6,2,1,3,16,9,0,0,11,5,0,0,2,1,93,378,7,11,31,63,19,25,0,0
233,23.10.2023,RODADA 9,Tottenham,Fulham,2,0,1,0,1,0,1.58,0.92,56%,44%,15,10,5,3,10,7,20,14,3,5,4,6,15,15,3,3,10,14,0,0,2,0,593,463,19,19,116,86,52,42,0,0,0.80,0.16,66%,34%,10,5,4,1,6,4,10,8,3,3,3,3,6,3,1,3,5,7,0,0,1,0,321,158,5,11,71,33,35,16,0,0,0.78,0.76,46%,54%,5,5,1,2,4,3,10,6,0,2,1,3,9,12,2,0,5,7,0,0,1,0,272,305,14,8,45,53,17,26,0,0
234,22.10.2023,RODADA 9,Aston Villa,West Ham,4,1,1,0,3,1,1.96,1.13,58%,42%,15,14,7,4,8,10,18,10,8,7,2,3,11,12,3,3,8,15,0,0,0,1,501,350,18,5,84,83,53,50,0,0,0.72,0.66,62%,38%,10,6,4,1,6,5,9,4,5,1,1,2,7,6,1,3,3,7,0,0,0,0,278,164,9,2,51,36,32,25,0,0,1.24,0.47,54%,46%,5,8,3,3,2,5,9,6,3,6,1,1,4,6,2,0,5,8,0,0,0,1,223,186,9,3,33,47,21,25,0,0
235,21.10.2023,RODADA 9,Sheffield Utd,Manchester Utd,1,2,1,1,0,1,1.44,1.03,38%,62%,12,14,6,5,6,9,14,15,5,4,3,4,20,17,3,5,12,10,0,0,3,1,332,556,14,16,119,97,36,52,0,0,1.25,0.58,44%,56%,7,6,4,3,3,3,7,7,2,1,1,1,11,7,2,3,6,6,0,0,2,0,200,251,7,11,79,37,23,19,0,0,0.19,0.45,32%,68%,5,8,2,2,3,6,7,8,3,3,2,3,9,10,1,2,6,4,0,0,1,1,132,305,7,5,40,60,13,33,0,0
236,21.10.2023,RODADA 9,Chelsea,Arsenal,2,2,1,0,1,2,1.39,1.05,43%,57%,11,13,5,3,6,10,14,9,2,7,2,1,18,10,1,3,7,14,0,0,3,3,443,570,17,19,69,129,29,55,0,0,1.23,0.11,38%,62%,7,2,2,0,5,2,8,4,0,3,1,1,9,4,0,1,3,8,0,0,2,1,191,302,13,10,26,71,15,27,0,0,0.16,0.94,48%,52%,4,11,3,3,1,8,6,5,2,4,1,0,9,6,1,2,4,6,0,0,1,2,252,268,4,9,43,58,14,28,0,0
237,21.10.2023,RODADA 9,Bournemouth,Wolverhampton,1,2,1,0,0,2,0.54,1.14,34%,66%,7,21,4,7,3,14,11,15,3,12,0,1,23,15,5,3,15,10,1,0,2,6,303,598,18,26,90,139,38,77,0,0,0.48,0.59,43%,57%,4,6,2,1,2,5,8,6,1,4,0,1,14,7,1,1,8,8,0,0,2,2,192,251,12,12,56,50,21,20,0,0,0.06,0.55,25%,75%,3,15,2,6,1,9,3,9,2,8,0,0,9,8,4,2,7,2,1,0,0,4,111,347,6,14,34,89,17,57,0,0
238,21.10.2023,RODADA 9,Brentford,Burnley,3,0,1,0,2,0,2.06,0.17,50%,50%,23,6,10,1,13,5,14,16,5,5,2,2,18,12,1,7,14,12,0,1,5,4,443,437,17,7,99,83,70,33,0,0,1.89,0.11,55%,45%,15,3,7,1,8,2,7,6,4,2,2,1,13,9,1,6,4,6,0,0,0,3,225,185,10,3,55,39,42,10,0,0,0.17,0.06,45%,55%,8,3,3,0,5,3,7,10,1,3,0,1,5,3,0,1,10,6,0,1,5,1,218,252,7,4,44,44,28,23,0,0
239,21.10.2023,RODADA 9,Manchester City,Brighton,2,1,2,0,0,1,0.77,0.57,55%,45%,10,5,6,3,4,2,12,11,2,2,2,1,13,12,2,4,9,11,1,0,4,2,609,506,14,10,137,77,66,32,0,0,0.42,0.04,64%,36%,5,1,3,1,2,0,3,6,2,0,2,0,10,5,1,1,4,3,0,0,1,1,369,209,5,6,76,31,41,8,0,0,0.35,0.53,46%,54%,5,4,3,2,2,2,9,5,0,2,0,1,3,7,1,3,5,8,1,0,3,1,240,297,9,4,61,46,25,24,0,0
240,21.10.2023,RODADA 9,Newcastle,Crystal Palace,4,0,3,0,1,0,2.15,0.31,60%,40%,10,17,7,3,3,14,13,7,6,8,0,1,11,15,3,3,7,12,0,0,2,3,573,389,8,20,114,94,41,28,0,0,1.71,0.12,64%,36%,8,2,5,0,3,2,3,1,4,2,0,0,8,8,0,2,3,7,0,0,2,2,283,161,0,10,57,40,28,9,0,0,0.44,0.19,56%,44%,2,15,2,3,0,12,10,6,2,6,0,1,3,7,3,1,4,5,0,0,0,1,290,228,8,10,57,54,13,19,0,0
241,21.10.2023,RODADA 9,Nottingham,Luton,2,2,0,0,2,2,2.39,1.79,57%,43%,19,13,8,4,11,9,11,14,4,2,2,0,17,22,2,6,12,11,0,0,3,0,494,361,14,9,91,133,52,48,0,0,1.60,0.20,66%,34%,8,4,3,1,5,3,5,8,2,2,0,0,9,7,1,3,8,6,0,0,0,0,289,142,6,2,50,63,32,23,0,0,0.79,1.59,49%,51%,11,9,5,3,6,6,6,6,2,0,2,0,8,15,1,3,4,5,0,0,3,0,205,219,8,7,41,70,20,25,0,0
242,21.10.2023,RODADA 9,Liverpool,Everton,2,0,0,0,2,0,2.40,0.12,77%,23%,26,6,6,1,20,5,7,8,12,4,2,1,24,13,1,4,9,9,0,1,1,3,742,213,13,17,161,85,89,26,0,0,0.55,0.09,73%,27%,11,3,1,1,10,2,5,3,7,3,1,0,10,6,1,1,4,6,0,1,0,3,324,114,7,8,61,50,36,18,0,0,1.85,0.03,81%,19%,15,3,5,0,10,3,2,5,5,1,1,1,14,7,0,3,5,3,0,0,1,0,418,99,6,9,100,35,53,8,0,0
243,08.10.2023,RODADA 8,Arsenal,Manchester City,1,0,0,0,1,0,0.46,0.47,49%,51%,12,4,2,1,10,3,8,10,5,4,2,0,17,14,1,1,8,7,0,0,2,3,500,521,20,22,97,100,61,29,0,0,0.17,0.46,45%,55%,5,3,0,1,5,2,6,6,2,2,2,0,6,7,1,0,4,6,0,0,1,2,226,276,6,9,48,47,24,14,0,0,0.29,0.01,53%,47%,7,1,2,0,5,1,2,4,3,2,0,0,11,7,0,1,4,1,0,0,1,1,274,245,14,13,49,53,37,15,0,0
244,08.10.2023,RODADA 8,Brighton,Liverpool,2,2,1,2,1,0,2.31,2.74,46%,54%,14,14,3,4,11,10,20,12,8,1,1,0,18,14,2,1,12,20,0,0,1,2,418,498,17,22,64,101,48,46,0,0,0.67,1.42,46%,54%,8,6,1,3,7,3,10,6,5,1,0,0,9,7,1,0,7,10,0,0,0,0,205,238,7,9,31,43,18,16,0,0,1.64,1.32,46%,54%,6,8,2,1,4,7,10,6,3,0,1,0,9,7,1,1,5,10,0,0,1,2,213,260,10,13,33,58,30,30,0,0
245,08.10.2023,RODADA 8,West Ham,Newcastle,2,2,1,0,1,2,1.09,1.93,35%,65%,5,10,3,3,2,7,19,13,4,2,2,1,15,17,1,1,11,18,0,0,3,3,318,603,11,8,85,97,32,40,0,0,0.89,0.11,29%,71%,1,3,1,0,0,3,8,8,1,0,1,1,7,10,0,0,7,8,0,0,2,1,128,335,5,1,38,50,11,17,0,0,0.20,1.82,41%,59%,4,7,2,3,2,4,11,5,3,2,1,0,8,7,1,1,4,10,0,0,1,2,190,268,6,7,47,47,21,23,0,0
246,08.10.2023,RODADA 8,Wolverhampton,Aston Villa,1,1,0,0,1,1,1.27,1.74,46%,54%,8,18,3,4,5,14,10,22,2,10,3,1,15,15,3,2,19,9,1,0,4,2,358,395,13,7,72,94,28,44,0,0,0.23,0.61,50%,50%,3,8,0,1,3,7,5,9,2,4,3,1,7,7,1,0,7,5,0,0,1,2,187,183,4,4,36,37,17,16,0,0,1.04,1.13,42%,58%,5,10,3,3,2,7,5,13,0,6,0,0,8,8,2,2,12,4,1,0,3,0,171,212,9,3,36,57,11,28,0,0
247,07.10.2023,RODADA 8,Crystal Palace,Nottingham,0,0,0,0,0,0,0.92,1.32,52%,48%,8,16,2,5,6,11,14,7,3,7,0,2,10,13,5,2,7,12,0,0,0,1,528,482,18,20,108,95,52,51,0,0,0.42,0.65,47%,53%,2,6,0,2,2,4,5,3,2,1,0,1,7,8,2,0,3,4,0,0,0,0,233,268,11,11,54,59,26,24,0,0,0.50,0.67,57%,43%,6,10,2,3,4,7,9,4,1,6,0,1,3,5,3,2,4,8,0,0,0,1,295,214,7,9,54,36,26,27,0,0
248,07.10.2023,RODADA 8,Burnley,Chelsea,1,4,1,1,0,3,0.49,1.49,37%,63%,10,9,3,5,7,4,12,15,7,3,4,2,17,11,1,2,11,9,0,0,2,4,390,664,24,22,47,100,26,43,0,0,0.27,0.28,32%,68%,2,5,1,1,1,4,3,7,0,3,1,1,5,3,0,0,5,3,0,0,2,3,183,387,9,10,26,69,7,32,0,0,0.22,1.21,43%,57%,8,4,2,4,6,0,9,8,7,0,3,1,12,8,1,2,6,6,0,0,0,1,207,277,15,12,21,31,19,11,0,0
249,07.10.2023,RODADA 8,Everton,Bournemouth,3,0,2,0,1,0,2.09,0.81,48%,52%,25,11,8,4,17,7,16,16,8,7,2,0,18,21,4,5,14,15,0,0,1,2,386,434,28,20,107,82,71,52,0,0,0.73,0.18,47%,53%,12,4,3,0,9,4,3,9,7,4,1,0,11,6,0,1,9,5,0,0,1,0,169,208,11,6,54,42,34,25,0,0,1.36,0.63,49%,51%,13,7,5,4,8,3,13,7,1,3,1,0,7,15,4,4,5,10,0,0,0,2,217,226,17,14,53,40,37,27,0,0
250,07.10.2023,RODADA 8,Fulham,Sheffield Utd,3,1,0,0,3,1,2.22,0.61,60%,40%,20,5,6,2,14,3,12,10,9,4,2,1,16,12,1,3,8,10,0,0,1,2,517,342,24,20,125,101,77,38,0,0,1.25,0.00,57%,43%,10,0,2,0,8,0,4,5,6,1,2,1,8,6,0,2,3,4,0,0,0,0,251,191,11,10,67,54,41,13,0,0,0.97,0.61,63%,37%,10,5,4,2,6,3,8,5,3,3,0,0,8,6,1,1,5,6,0,0,1,2,266,151,13,10,58,47,36,25,0,0
251,07.10.2023,RODADA 8,Manchester Utd,Brentford,2,1,0,1,2,0,1.16,0.97,64%,36%,21,11,8,3,13,8,19,14,7,5,4,1,33,14,2,6,10,17,0,0,0,5,557,326,4,18,131,55,87,28,0,0,0.39,0.54,60%,40%,7,8,1,1,6,7,6,8,5,3,2,1,14,7,0,1,6,5,0,0,0,1,255,182,2,6,59,31,43,19,0,0,0.77,0.43,68%,32%,14,3,7,2,7,1,13,6,2,2,2,0,19,7,2,5,4,12,0,0,0,4,302,144,2,12,72,24,44,9,0,0
252,07.10.2023,RODADA 8,Luton,Tottenham,0,1,0,0,0,1,0.80,2.27,33%,67%,12,15,2,4,10,11,11,20,5,6,4,4,22,29,3,2,16,7,0,1,2,3,252,553,26,20,77,105,66,65,0,0,0.09,1.78,18%,82%,3,12,0,3,3,9,3,14,1,2,3,0,6,10,3,0,11,3,0,1,2,2,79,347,15,13,37,63,15,33,0,0,0.71,0.49,48%,52%,9,3,2,1,7,2,8,6,4,4,1,4,16,19,0,2,5,4,0,0,0,1,173,206,11,7,40,42,51,32,0,0
253,03.10.2023,RODADA 2,Luton,Burnley,1,2,0,1,1,1,1.26,0.96,49%,51%,18,14,3,4,15,10,9,17,6,6,3,3,27,20,2,2,14,6,0,0,4,2,370,412,14,15,108,93,60,56,0,0,0.12,0.94,46%,54%,4,7,0,1,4,6,5,8,0,4,2,2,12,11,0,0,7,4,0,0,1,0,187,222,10,4,51,56,20,32,0,0,1.14,0.02,52%,48%,14,7,3,3,11,4,4,9,6,2,1,1,15,9,2,2,7,2,0,0,3,2,183,190,4,11,57,37,40,24,0,0
254,02.10.2023,RODADA 7,Fulham,Chelsea,0,2,0,2,0,0,1.08,1.73,56%,44%,10,11,3,4,7,7,11,14,8,1,2,4,21,17,2,3,15,12,0,0,1,4,561,459,16,24,97,80,71,39,0,0,0.03,0.96,54%,46%,1,5,0,2,1,3,7,8,4,0,2,3,13,11,0,0,8,7,0,0,0,1,251,219,6,9,44,39,30,20,0,0,1.05,0.77,58%,42%,9,6,3,2,6,4,4,6,4,1,0,1,8,6,2,3,7,5,0,0,1,3,310,240,10,15,53,41,41,19,0,0
255,01.10.2023,RODADA 7,Nottingham,Brentford,1,1,0,0,1,1,0.42,1.61,41%,59%,6,18,1,5,5,13,11,8,1,11,2,1,20,24,4,0,6,10,1,0,3,2,407,578,17,11,101,125,34,75,0,0,0.17,0.34,53%,47%,3,3,0,1,3,2,4,5,1,4,2,0,8,10,1,0,3,4,0,0,1,1,267,232,8,6,62,53,21,25,0,0,0.25,1.27,29%,71%,3,15,1,4,2,11,7,3,0,7,0,1,12,14,3,0,3,6,1,0,2,1,140,346,9,5,39,72,13,50,0,0
256,30.09.2023,RODADA 7,Tottenham,Liverpool,2,1,1,1,1,0,2.37,1.37,65%,35%,24,12,8,4,16,8,18,15,11,5,4,1,19,23,3,6,11,17,0,2,5,6,662,364,23,15,140,65,103,45,0,0,1.09,1.37,57%,43%,8,9,4,3,4,6,10,4,1,4,1,1,11,13,2,3,3,9,0,1,1,1,330,219,8,7,58,39,18,29,0,0,1.28,0.00,73%,27%,16,3,4,1,12,2,8,11,10,1,3,0,8,10,1,3,8,8,0,1,4,5,332,145,15,8,82,26,85,16,0,0
257,30.09.2023,RODADA 7,Bournemouth,Arsenal,0,4,0,2,0,2,0.58,3.16,42%,58%,8,15,1,8,7,7,10,13,6,6,2,0,15,13,4,1,11,10,0,0,0,1,389,545,16,28,105,80,49,45,0,0,0.51,2.07,38%,62%,5,6,1,3,4,3,6,7,3,2,2,0,7,4,1,1,6,6,0,0,0,1,179,306,5,13,53,42,20,15,0,0,0.07,1.09,46%,54%,3,9,0,5,3,4,4,6,3,4,0,0,8,9,3,0,5,4,0,0,0,0,210,239,11,15,52,38,29,30,0,0
258,30.09.2023,RODADA 7,Everton,Luton,1,2,1,2,0,0,2.74,0.78,68%,32%,23,9,5,2,18,7,13,10,3,6,2,3,35,24,0,4,8,10,0,0,0,1,576,275,23,24,141,100,88,38,0,0,2.74,0.76,70%,30%,13,7,5,2,8,5,9,5,0,5,1,2,18,7,0,4,2,8,0,0,0,0,305,123,8,9,61,46,47,21,0,0,0.00,0.02,66%,34%,10,2,0,0,10,2,4,5,3,1,1,1,17,17,0,0,6,2,0,0,0,1,271,152,15,15,80,54,41,17,0,0
259,30.09.2023,RODADA 7,Manchester Utd,Crystal Palace,0,1,0,1,0,0,1.73,0.81,77%,23%,19,8,4,2,15,6,8,12,10,4,2,0,31,17,1,4,10,8,0,0,3,2,741,221,32,26,156,59,93,27,0,0,0.73,0.41,72%,28%,7,4,1,1,6,3,5,6,2,2,0,0,13,7,0,1,6,5,0,0,1,2,372,140,11,13,73,30,33,15,0,0,1.00,0.40,82%,18%,12,4,3,1,9,3,3,6,8,2,2,0,18,10,1,3,4,3,0,0,2,0,369,81,21,13,83,29,60,12,0,0
260,30.09.2023,RODADA 7,Newcastle,Burnley,2,0,1,0,1,0,2.98,0.80,53%,47%,20,8,8,2,12,6,18,8,5,3,1,3,19,19,2,6,7,15,0,0,1,3,510,463,21,13,124,93,53,25,0,0,1.49,0.45,54%,46%,8,3,4,1,4,2,10,4,0,1,1,1,11,13,1,3,3,9,0,0,1,2,234,221,16,7,71,45,25,11,0,0,1.49,0.35,52%,48%,12,5,4,1,8,4,8,4,5,2,0,2,8,6,1,3,4,6,0,0,0,1,276,242,5,6,53,48,28,14,0,0
261,30.09.2023,RODADA 7,West Ham,Sheffield Utd,2,0,2,0,0,0,1.98,0.94,52%,48%,20,16,9,2,11,14,12,8,7,4,2,3,13,23,2,7,6,9,0,0,1,1,494,441,16,14,84,100,49,50,0,0,1.31,0.33,54%,46%,12,5,7,0,5,5,6,3,3,1,1,2,8,13,0,5,2,4,0,0,1,1,236,202,8,9,45,44,26,21,0,0,0.67,0.61,50%,50%,8,11,2,2,6,9,6,5,4,3,1,1,5,10,2,2,4,5,0,0,0,0,258,239,8,5,39,56,23,29,0,0
262,30.09.2023,RODADA 7,Wolverhampton,Manchester City,2,1,1,0,1,1,0.39,0.77,32%,68%,3,23,1,8,2,15,12,20,0,6,2,0,9,26,7,0,18,12,0,0,6,5,282,597,12,15,42,147,22,96,0,0,0.07,0.50,31%,69%,1,13,0,2,1,11,5,10,0,2,0,0,4,11,2,0,11,5,0,0,2,1,137,315,6,8,19,75,11,52,0,0,0.32,0.27,33%,67%,2,10,1,6,1,4,7,10,0,4,2,0,5,15,5,0,7,7,0,0,4,4,145,282,6,7,23,72,11,44,0,0
263,30.09.2023,RODADA 7,Aston Villa,Brighton,6,1,3,0,3,1,1.48,1.64,38%,62%,19,11,9,3,10,8,27,20,1,3,0,6,21,8,2,3,19,21,0,0,4,4,320,518,21,19,77,96,31,43,0,0,1.06,0.81,42%,58%,14,2,5,1,9,1,10,11,0,0,0,3,18,2,1,2,13,8,0,0,2,1,175,238,9,13,43,31,23,10,0,0,0.42,0.83,34%,66%,5,9,4,2,1,7,17,9,1,3,0,3,3,6,1,1,6,13,0,0,2,3,145,280,12,6,34,65,8,33,0,0
264,24.09.2023,RODADA 6,Sheffield Utd,Newcastle,0,8,0,3,0,5,0.86,3.77,42%,58%,9,22,1,15,8,7,6,10,2,5,3,1,7,11,7,1,12,8,0,0,4,0,444,602,19,19,83,142,28,51,0,0,0.66,0.95,46%,54%,6,12,1,8,5,4,4,7,2,3,1,0,2,6,5,1,7,5,0,0,2,0,215,245,7,5,47,68,10,24,0,0,0.20,2.82,38%,62%,3,10,0,7,3,3,2,3,0,2,2,1,5,5,2,0,5,3,0,0,2,0,229,357,12,14,36,74,18,27,0,0
265,24.09.2023,RODADA 6,Arsenal,Tottenham,2,2,1,1,1,1,2.14,1.69,47%,53%,13,13,6,5,7,8,22,14,11,4,2,3,16,18,3,4,12,19,0,0,3,4,377,449,24,28,95,74,72,33,0,0,0.80,0.92,39%,61%,7,7,3,3,4,4,10,8,3,1,1,2,5,11,2,2,7,9,0,0,1,3,163,258,14,16,46,38,38,14,0,0,1.34,0.77,55%,45%,6,6,3,2,3,4,12,6,8,3,1,1,11,7,1,2,5,10,0,0,2,1,214,191,10,12,49,36,34,19,0,0
266,24.09.2023,RODADA 6,Brighton,Bournemouth,3,1,1,1,2,0,1.58,1.41,62%,38%,13,12,4,4,9,8,18,13,4,4,1,1,14,13,3,1,12,17,0,0,3,3,519,325,24,23,81,96,33,40,0,0,0.48,0.37,62%,38%,7,4,2,1,5,3,8,6,2,1,1,1,7,6,0,1,5,7,0,0,2,1,252,149,10,10,40,50,7,23,0,0,1.10,1.04,62%,38%,6,8,2,3,4,5,10,7,2,3,0,0,7,7,3,0,7,10,0,0,1,2,267,176,14,13,41,46,26,17,0,0
267,24.09.2023,RODADA 6,Chelsea,Aston Villa,0,1,0,0,0,1,1.54,1.12,53%,47%,10,15,4,7,6,8,12,19,5,11,10,1,13,13,6,4,9,11,1,0,2,3,443,388,23,21,102,69,48,46,0,0,0.65,0.19,54%,46%,3,5,2,3,1,2,3,10,4,6,5,1,7,6,3,2,5,2,0,0,0,1,222,178,10,9,50,27,22,21,0,0,0.89,0.93,52%,48%,7,10,2,4,5,6,9,9,1,5,5,0,6,7,3,2,4,9,1,0,2,2,221,210,13,12,52,42,26,25,0,0
268,24.09.2023,RODADA 6,Liverpool,West Ham,3,1,1,1,2,0,3.42,1.22,64%,36%,22,11,7,4,15,7,11,12,7,4,2,1,14,14,3,4,12,13,0,0,0,2,645,356,17,24,133,69,83,30,0,0,1.78,0.56,65%,35%,11,7,2,2,9,5,6,7,2,4,1,1,9,8,1,1,6,7,0,0,0,1,323,168,8,11,67,42,38,16,0,0,1.64,0.66,63%,37%,11,4,5,2,6,2,5,5,5,0,1,0,5,6,2,3,6,6,0,0,0,1,322,188,9,13,66,27,45,14,0,0
269,23.09.2023,RODADA 6,Burnley,Manchester Utd,0,1,0,1,0,0,0.97,0.86,62%,38%,12,11,4,4,8,7,14,6,9,5,1,3,9,16,3,4,6,12,0,0,1,2,647,403,13,13,123,75,57,47,0,0,0.63,0.35,58%,42%,6,5,2,2,4,3,8,3,4,1,1,3,5,4,1,2,2,6,0,0,0,1,300,225,7,8,58,35,28,19,0,0,0.34,0.51,66%,34%,6,6,2,2,4,4,6,3,5,4,0,0,4,12,2,2,4,6,0,0,1,1,347,178,6,5,65,40,29,28,0,0
